,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_group,loan_amount_group,loan_to_income_ratio,loan_to_emp_length_ratio,int_rate_to_loan_amt_ratio
14676,23,21360,RENT,0.0,MEDICAL,A,7500,7.14,1,0.35,N,4,20-25,low,medium,0.351123595505618,0.0,0.0009519999999999999
1985,25,31200,MORTGAGE,3.0,MEDICAL,A,11200,5.42,0,0.36,N,2,20-25,low-middle,large,0.358974358974359,0.00026785714285714287,0.0004839285714285714
8155,22,27264,RENT,4.0,EDUCATION,C,5000,13.11,0,0.18,Y,3,20-25,low-middle,small,0.18339201877934272,0.0008,0.0026219999999999998
15950,27,96000,RENT,1.0,VENTURE,D,25000,16.89,1,0.26,Y,10,26-35,high-middle,very large,0.2604166666666667,4e-05,0.0006756
28410,52,50000,RENT,0.0,MEDICAL,D,18000,14.59,1,0.36,Y,25,46-55,low-middle,very large,0.36,0.0,0.0008105555555555556
16965,28,54924,RENT,6.0,DEBTCONSOLIDATION,B,2500,11.14,0,0.05,N,6,26-35,middle,small,0.045517442283883186,0.0024,0.004456
16918,27,31200,OWN,0.0,MEDICAL,F,14000,18.09,1,0.45,Y,6,26-35,low-middle,large,0.44871794871794873,0.0,0.0012921428571428572
16909,30,47000,RENT,2.0,DEBTCONSOLIDATION,B,13000,9.63,0,0.28,N,5,26-35,low-middle,large,0.2765957446808511,0.00015384615384615385,0.0007407692307692308
15644,25,57000,RENT,0.0,PERSONAL,C,15000,13.85,0,0.26,Y,2,20-25,middle,large,0.2631578947368421,0.0,0.0009233333333333333
26277,38,40320,MORTGAGE,4.0,EDUCATION,D,15000,16.07,0,0.37,N,14,36-45,low-middle,large,0.37202380952380953,0.0002666666666666667,0.0010713333333333334
19346,30,45000,MORTGAGE,11.0,PERSONAL,D,10000,14.74,1,0.22,N,6,26-35,low-middle,medium,0.2222222222222222,0.0011,0.001474
24837,31,68000,MORTGAGE,15.0,MEDICAL,A,13600,7.88,0,0.2,N,5,26-35,middle,large,0.2,0.0011029411764705882,0.0005794117647058823
13877,25,170000,MORTGAGE,0.0,EDUCATION,A,3850,6.17,0,0.02,N,4,20-25,high,small,0.022647058823529412,0.0,0.0016025974025974026
27843,42,120000,MORTGAGE,18.0,PERSONAL,B,6000,10.38,0,0.05,N,11,36-45,high,medium,0.05,0.003,0.0017300000000000002
2420,24,51000,RENT,3.0,PERSONAL,A,12000,7.88,1,0.24,N,3,20-25,middle,large,0.23529411764705882,0.00025,0.0006566666666666666
23257,29,30000,OWN,0.0,VENTURE,A,4000,7.49,0,0.13,N,5,26-35,low-middle,small,0.13333333333333333,0.0,0.0018725
818,22,36996,RENT,2.0,PERSONAL,D,18250,14.61,1,0.49,Y,2,20-25,low-middle,very large,0.49329657260244353,0.00010958904109589041,0.0008005479452054794
15131,26,127992,MORTGAGE,10.0,PERSONAL,C,26000,13.99,0,0.2,N,2,20-25,high,very large,0.20313769610600663,0.0003846153846153846,0.0005380769230769231
25239,27,56000,RENT,2.0,PERSONAL,B,14000,10.65,0,0.25,N,10,26-35,middle,large,0.25,0.00014285714285714287,0.0007607142857142858
455,22,19200,MORTGAGE,6.0,PERSONAL,B,4950,11.71,1,0.26,N,2,20-25,low,small,0.2578125,0.0012121212121212121,0.0023656565656565657
6293,25,46000,MORTGAGE,5.0,MEDICAL,B,6000,10.99,1,0.13,N,3,20-25,low-middle,medium,0.13043478260869565,0.0008333333333333334,0.0018316666666666668
28132,36,48000,MORTGAGE,3.0,MEDICAL,C,1500,13.92,1,0.03,N,11,26-35,low-middle,small,0.03125,0.002,0.00928
17979,29,40000,MORTGAGE,8.0,EDUCATION,A,8000,8.59,0,0.2,N,10,26-35,low-middle,medium,0.2,0.001,0.00107375
1933,22,60000,RENT,0.0,PERSONAL,A,13200,8.49,0,0.22,N,3,20-25,middle,large,0.22,0.0,0.0006431818181818182
14090,22,36000,MORTGAGE,6.0,VENTURE,D,1400,14.84,0,0.04,N,2,20-25,low-middle,small,0.03888888888888889,0.004285714285714286,0.0106
25253,30,69996,RENT,0.0,PERSONAL,B,2000,10.65,0,0.03,N,10,26-35,middle,small,0.028573061317789587,0.0,0.005325
3227,25,20000,RENT,2.0,VENTURE,A,4000,7.29,0,0.2,N,3,20-25,low,small,0.2,0.0005,0.0018225
8335,26,99996,RENT,7.0,PERSONAL,D,8000,16.32,0,0.08,Y,3,20-25,high-middle,medium,0.08000320012800512,0.000875,0.00204
18313,30,41998,RENT,0.0,HOMEIMPROVEMENT,E,5000,16.0,1,0.12,N,6,26-35,low-middle,small,0.11905328825182152,0.0,0.0032
1732,21,30000,RENT,3.0,MEDICAL,B,14000,10.65,1,0.47,N,2,20-25,low-middle,large,0.4666666666666667,0.00021428571428571427,0.0007607142857142858
28298,38,17280,OWN,0.0,VENTURE,D,1000,16.29,0,0.06,Y,13,36-45,low,small,0.05787037037037037,0.0,0.01629
3595,22,34000,MORTGAGE,6.0,VENTURE,D,15000,15.99,1,0.44,Y,2,20-25,low-middle,large,0.4411764705882353,0.0004,0.001066
18965,29,33864,RENT,2.0,VENTURE,D,6000,14.91,1,0.18,Y,6,26-35,low-middle,medium,0.1771793054571226,0.0003333333333333333,0.0024850000000000002
1523,25,12000,RENT,2.0,HOMEIMPROVEMENT,B,2000,11.89,1,0.17,N,4,20-25,low,small,0.16666666666666666,0.001,0.005945000000000001
5317,24,19200,RENT,0.0,EDUCATION,B,6000,10.59,1,0.31,N,3,20-25,low,medium,0.3125,0.0,0.001765
1229,21,45000,RENT,5.0,VENTURE,A,1000,7.49,0,0.02,N,3,20-25,low-middle,small,0.022222222222222223,0.005,0.00749
17501,27,82600,RENT,4.0,MEDICAL,B,10800,9.76,0,0.13,N,8,26-35,high-middle,large,0.13075060532687652,0.00037037037037037035,0.0009037037037037037
9600,24,39600,RENT,7.0,HOMEIMPROVEMENT,B,10000,10.36,1,0.25,N,3,20-25,low-middle,medium,0.25252525252525254,0.0007,0.001036
18504,32,54000,RENT,16.0,HOMEIMPROVEMENT,A,8500,7.49,0,0.16,N,6,26-35,middle,medium,0.1574074074074074,0.0018823529411764706,0.0008811764705882353
7649,24,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,8.9,0,0.17,N,2,20-25,middle,medium,0.16666666666666666,0.0006,0.0008900000000000001
8152,26,61000,MORTGAGE,10.0,PERSONAL,B,12000,10.99,0,0.2,N,3,20-25,middle,large,0.19672131147540983,0.0008333333333333334,0.0009158333333333334
2439,23,34662,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3000,10.75,1,0.09,N,4,20-25,low-middle,small,0.08655011251514627,0.0003333333333333333,0.0035833333333333333
27351,37,77000,MORTGAGE,2.0,VENTURE,C,15000,12.29,0,0.19,N,15,36-45,high-middle,large,0.19480519480519481,0.00013333333333333334,0.0008193333333333333
24139,31,128000,MORTGAGE,15.0,DEBTCONSOLIDATION,D,35000,15.99,1,0.27,N,6,26-35,high,very large,0.2734375,0.00042857142857142855,0.00045685714285714286
23046,27,86000,MORTGAGE,12.0,EDUCATION,A,23000,6.17,1,0.27,N,7,26-35,high-middle,very large,0.26744186046511625,0.0005217391304347826,0.0002682608695652174
1020,22,25000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3000,9.99,1,0.12,N,3,20-25,low,small,0.12,0.0,0.00333
507,23,20000,OWN,0.0,PERSONAL,B,5000,11.71,0,0.25,N,4,20-25,low,small,0.25,0.0,0.0023420000000000003
16445,35,45000,RENT,2.0,VENTURE,B,16000,10.0,1,0.36,N,10,26-35,low-middle,very large,0.35555555555555557,0.000125,0.000625
15053,25,40000,RENT,2.0,PERSONAL,B,3000,10.25,0,0.07,N,3,20-25,low-middle,small,0.075,0.0006666666666666666,0.003416666666666667
27727,39,75000,RENT,0.0,EDUCATION,B,14400,12.53,0,0.19,N,11,36-45,middle,large,0.192,0.0,0.0008701388888888888
25456,32,54000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,7125,9.99,1,0.13,N,6,26-35,middle,medium,0.13194444444444445,0.0002807017543859649,0.0014021052631578948
16463,28,51000,RENT,2.0,EDUCATION,E,16000,16.32,1,0.31,Y,9,26-35,middle,very large,0.3137254901960784,0.000125,0.00102
4774,22,45000,MORTGAGE,4.0,PERSONAL,C,5000,13.48,0,0.11,Y,4,20-25,low-middle,small,0.1111111111111111,0.0008,0.002696
17387,27,30000,MORTGAGE,3.0,PERSONAL,C,5350,13.06,1,0.18,N,6,26-35,low-middle,medium,0.17833333333333334,0.0005607476635514019,0.0024411214953271028
26217,36,39520,OWN,14.0,VENTURE,A,5000,5.79,0,0.13,N,16,26-35,low-middle,small,0.12651821862348178,0.0028,0.001158
9006,23,66000,MORTGAGE,7.0,PERSONAL,B,10000,9.63,0,0.15,N,4,20-25,middle,medium,0.15151515151515152,0.0007,0.0009630000000000001
16748,33,14400,RENT,0.0,VENTURE,D,2100,15.21,1,0.15,Y,10,26-35,low,small,0.14583333333333334,0.0,0.007242857142857143
19076,33,44000,MORTGAGE,2.0,EDUCATION,C,7000,12.99,1,0.16,Y,8,26-35,low-middle,medium,0.1590909090909091,0.00028571428571428574,0.0018557142857142858
3760,24,12000,RENT,0.0,EDUCATION,B,4750,10.75,1,0.4,N,4,20-25,low,small,0.3958333333333333,0.0,0.002263157894736842
25518,34,32000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,2275,6.17,0,0.07,N,10,26-35,low-middle,small,0.07109375,0.005274725274725275,0.002712087912087912
231,25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,20-25,high,medium,0.05527777777777778,0.00030150753768844223,0.0011316582914572865
13670,23,73000,RENT,7.0,EDUCATION,A,15000,7.51,1,0.21,N,2,20-25,middle,large,0.2054794520547945,0.00046666666666666666,0.0005006666666666666
24730,33,18720,OWN,0.0,MEDICAL,C,3500,13.16,1,0.19,N,5,26-35,low,small,0.18696581196581197,0.0,0.00376
26062,39,55000,RENT,0.0,MEDICAL,B,3000,10.2,0,0.05,N,15,36-45,middle,small,0.05454545454545454,0.0,0.0034
24750,35,165000,MORTGAGE,3.0,VENTURE,B,8000,11.49,0,0.05,N,8,26-35,high,medium,0.048484848484848485,0.000375,0.00143625
2977,26,125000,RENT,1.0,MEDICAL,C,11000,12.98,0,0.09,Y,4,20-25,high,large,0.088,9.09090909090909e-05,0.00118
26800,36,95000,RENT,3.0,VENTURE,A,7375,8.94,0,0.08,N,15,26-35,high-middle,medium,0.07763157894736843,0.00040677966101694915,0.0012122033898305084
21948,31,35000,RENT,1.0,VENTURE,A,11400,6.91,1,0.33,N,8,26-35,low-middle,large,0.32571428571428573,8.771929824561403e-05,0.000606140350877193
2111,21,15600,RENT,0.0,MEDICAL,A,2800,7.4,1,0.18,N,4,20-25,low,small,0.1794871794871795,0.0,0.002642857142857143
2992,24,45996,RENT,2.0,VENTURE,C,10800,13.16,0,0.23,N,4,20-25,low-middle,large,0.2348030263501174,0.00018518518518518518,0.0012185185185185185
20850,30,28000,RENT,0.0,MEDICAL,B,9250,11.48,1,0.33,N,9,26-35,low-middle,medium,0.33035714285714285,0.0,0.001241081081081081
10780,26,35000,RENT,0.0,EDUCATION,C,12000,10.91,1,0.34,Y,2,20-25,low-middle,large,0.34285714285714286,0.0,0.0009091666666666666
25094,28,50176,RENT,3.0,VENTURE,B,5000,10.59,0,0.1,N,7,26-35,middle,small,0.09964923469387756,0.0006,0.002118
4194,24,29004,RENT,4.0,EDUCATION,A,5000,6.92,1,0.17,N,3,20-25,low-middle,small,0.17239001517032135,0.0008,0.001384
21090,27,32890,RENT,5.0,EDUCATION,B,10000,10.95,0,0.3,N,5,26-35,low-middle,medium,0.30404378230465184,0.0005,0.0010949999999999998
21668,28,58650,MORTGAGE,5.0,MEDICAL,D,20000,14.91,1,0.29,Y,10,26-35,middle,very large,0.3410059676044331,0.00025,0.0007455
14692,23,50000,MORTGAGE,7.0,DEBTCONSOLIDATION,F,13750,18.43,1,0.28,N,3,20-25,low-middle,large,0.275,0.0005090909090909091,0.0013403636363636363
3843,25,30000,RENT,0.0,HOMEIMPROVEMENT,E,4800,15.95,1,0.16,Y,2,20-25,low-middle,small,0.16,0.0,0.0033229166666666667
11428,23,85000,RENT,1.0,MEDICAL,A,12000,9.63,0,0.14,N,2,20-25,high-middle,large,0.1411764705882353,8.333333333333333e-05,0.0008025
561,26,49000,RENT,0.0,HOMEIMPROVEMENT,F,20000,19.79,1,0.41,N,3,20-25,low-middle,very large,0.40816326530612246,0.0,0.0009895
3129,22,80000,RENT,5.0,DEBTCONSOLIDATION,B,3600,12.69,0,0.04,N,3,20-25,high-middle,small,0.045,0.001388888888888889,0.003525
15186,25,80000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,15000,12.61,0,0.19,N,2,20-25,high-middle,large,0.1875,0.0002666666666666667,0.0008406666666666666
21728,30,75000,RENT,2.0,HOMEIMPROVEMENT,A,10000,7.29,0,0.13,N,9,26-35,middle,medium,0.13333333333333333,0.0002,0.000729
17895,34,40000,OWN,2.0,EDUCATION,B,2000,10.74,0,0.05,N,6,26-35,low-middle,small,0.05,0.001,0.00537
21911,30,46800,RENT,7.0,EDUCATION,C,11200,13.98,1,0.24,Y,7,26-35,low-middle,large,0.23931623931623933,0.000625,0.0012482142857142857
16330,28,24000,MORTGAGE,2.0,EDUCATION,A,1500,7.14,0,0.06,N,10,26-35,low,small,0.0625,0.0013333333333333333,0.0047599999999999995
11537,26,88900,MORTGAGE,9.0,MEDICAL,C,19200,14.65,0,0.22,N,4,20-25,high-middle,very large,0.21597300337457817,0.00046875,0.0007630208333333333
25626,37,85000,RENT,5.0,HOMEIMPROVEMENT,A,35000,8.9,1,0.41,N,17,36-45,high-middle,very large,0.4117647058823529,0.00014285714285714287,0.00025428571428571427
16423,27,68000,RENT,10.0,DEBTCONSOLIDATION,A,16500,7.88,0,0.24,N,7,26-35,middle,very large,0.2426470588235294,0.0006060606060606061,0.00047757575757575755
7302,22,57000,MORTGAGE,5.0,PERSONAL,B,7500,11.86,0,0.13,N,3,20-25,middle,medium,0.13157894736842105,0.0006666666666666666,0.0015813333333333332
582,22,20400,MORTGAGE,6.0,EDUCATION,D,6000,15.99,0,0.29,Y,4,20-25,low,medium,0.29411764705882354,0.001,0.002665
23786,27,108000,MORTGAGE,11.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.23,Y,9,26-35,high,very large,0.23148148148148148,0.00044,0.0005984
224,23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.32,Y,2,20-25,middle,very large,0.37755795514611495,4e-05,0.0006148
328,23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,20-25,middle,very large,0.4125,0.00016161616161616162,0.00037696969696969696
13690,26,19500,OWN,0.0,PERSONAL,A,5000,8.0,1,0.26,N,3,20-25,low,small,0.2564102564102564,0.0,0.0016
2616,26,29000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,11200,11.14,1,0.39,N,4,20-25,low-middle,large,0.38620689655172413,8.928571428571429e-05,0.0009946428571428571
2725,21,26400,RENT,6.0,DEBTCONSOLIDATION,A,3500,8.49,1,0.13,N,3,20-25,low-middle,small,0.13257575757575757,0.0017142857142857142,0.002425714285714286
5484,23,34000,RENT,2.0,DEBTCONSOLIDATION,D,6000,14.09,1,0.18,Y,4,20-25,low-middle,medium,0.17647058823529413,0.0003333333333333333,0.0023483333333333333
4340,24,38500,RENT,0.0,MEDICAL,D,5000,14.84,1,0.13,N,2,20-25,low-middle,small,0.12987012987012986,0.0,0.002968
21700,29,58650,MORTGAGE,5.0,MEDICAL,E,3000,17.19,1,0.04,N,6,26-35,middle,small,0.05115089514066496,0.0016666666666666668,0.005730000000000001
12633,26,59000,RENT,3.0,VENTURE,C,14500,11.97,1,0.25,N,2,20-25,middle,large,0.2457627118644068,0.00020689655172413793,0.0008255172413793104
27978,41,141000,MORTGAGE,12.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.18,N,13,36-45,high,very large,0.1773049645390071,0.00048,0.0005984
10001,24,60000,RENT,1.0,MEDICAL,C,10000,12.73,0,0.17,Y,2,20-25,middle,medium,0.16666666666666666,0.0001,0.001273
28344,40,52479,RENT,17.0,HOMEIMPROVEMENT,D,6600,14.54,1,0.13,N,17,36-45,middle,medium,0.12576459155090608,0.002575757575757576,0.002203030303030303
12183,24,40000,RENT,4.0,MEDICAL,D,14000,15.58,1,0.35,Y,3,20-25,low-middle,large,0.35,0.00028571428571428574,0.0011128571428571429
13731,25,150000,MORTGAGE,9.0,EDUCATION,A,8200,5.79,0,0.05,N,3,20-25,high,medium,0.05466666666666667,0.0010975609756097562,0.0007060975609756098
14168,23,25920,RENT,4.0,PERSONAL,D,10000,15.58,1,0.39,N,4,20-25,low-middle,medium,0.38580246913580246,0.0004,0.001558
13582,25,70000,RENT,6.0,PERSONAL,B,15000,11.89,0,0.21,N,2,20-25,middle,large,0.21428571428571427,0.0004,0.0007926666666666667
895,25,24000,MORTGAGE,2.0,PERSONAL,D,3500,15.58,1,0.15,Y,2,20-25,low,small,0.14583333333333334,0.0005714285714285715,0.0044514285714285715
22641,33,36000,RENT,10.0,MEDICAL,A,12325,6.54,1,0.34,N,10,26-35,low-middle,large,0.3423611111111111,0.0008113590263691683,0.0005306288032454361
15055,22,61500,RENT,3.0,EDUCATION,C,10000,14.22,0,0.16,N,2,20-25,middle,medium,0.16260162601626016,0.0003,0.001422
19782,33,30000,RENT,6.0,PERSONAL,B,7200,12.69,1,0.24,N,10,26-35,low-middle,medium,0.24,0.0008333333333333334,0.0017625
22116,28,74000,MORTGAGE,6.0,VENTURE,E,7000,15.38,1,0.09,N,9,26-35,middle,medium,0.0945945945945946,0.0008571428571428571,0.002197142857142857
2002,21,31200,MORTGAGE,2.0,EDUCATION,D,1000,14.59,0,0.03,N,2,20-25,low-middle,small,0.03205128205128205,0.002,0.01459
1968,23,38400,RENT,5.0,EDUCATION,B,13000,11.71,1,0.34,N,3,20-25,low-middle,large,0.3385416666666667,0.0003846153846153846,0.0009007692307692308
24085,33,135000,OWN,0.0,PERSONAL,B,17500,11.83,0,0.13,N,8,26-35,high,very large,0.12962962962962962,0.0,0.000676
9008,26,66000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,7000,9.63,0,0.11,N,2,20-25,middle,medium,0.10606060606060606,0.0008571428571428571,0.0013757142857142859
1361,23,31000,RENT,1.0,DEBTCONSOLIDATION,A,1500,8.94,0,0.05,N,3,20-25,low-middle,small,0.04838709677419355,0.0006666666666666666,0.00596
149,23,60000,RENT,7.0,PERSONAL,B,25000,10.25,1,0.42,N,4,20-25,middle,very large,0.4166666666666667,0.00028,0.00041
15110,22,38000,RENT,2.0,EDUCATION,A,18500,7.66,1,0.49,N,2,20-25,low-middle,very large,0.4868421052631579,0.00010810810810810811,0.00041405405405405406
10926,22,44412,RENT,3.0,PERSONAL,C,12000,13.11,0,0.27,Y,2,20-25,low-middle,large,0.27019724398811135,0.00025,0.0010925
28456,56,150000,RENT,7.0,HOMEIMPROVEMENT,C,10000,13.49,0,0.07,N,20,46-55,high,medium,0.06666666666666667,0.0007,0.001349
27656,37,45000,RENT,6.0,PERSONAL,B,14000,11.36,1,0.31,N,16,36-45,low-middle,large,0.3111111111111111,0.00042857142857142855,0.0008114285714285713
2077,26,48996,RENT,8.0,DEBTCONSOLIDATION,D,2500,14.59,1,0.05,N,2,20-25,low-middle,small,0.05102457343456609,0.0032,0.005836
7670,22,30996,RENT,6.0,EDUCATION,A,8000,7.14,1,0.26,N,4,20-25,low-middle,medium,0.2580978190734288,0.00075,0.0008925
19029,34,50000,MORTGAGE,11.0,VENTURE,A,4000,8.9,0,0.08,N,8,26-35,low-middle,small,0.08,0.00275,0.002225
188,23,78000,RENT,1.0,VENTURE,B,25000,10.62,1,0.32,N,3,20-25,high-middle,very large,0.32051282051282054,4e-05,0.00042479999999999997
24019,28,62000,RENT,0.0,EDUCATION,A,15000,7.9,0,0.24,N,8,26-35,middle,large,0.24193548387096775,0.0,0.0005266666666666667
14792,23,60000,RENT,7.0,DEBTCONSOLIDATION,B,25000,10.25,1,0.42,N,2,20-25,middle,very large,0.4166666666666667,0.00028,0.00041
18325,30,43200,MORTGAGE,14.0,PERSONAL,B,5000,11.36,0,0.12,N,9,26-35,low-middle,small,0.11574074074074074,0.0028,0.0022719999999999997
2232,25,32000,RENT,3.0,DEBTCONSOLIDATION,A,3000,8.94,0,0.09,N,3,20-25,low-middle,small,0.09375,0.001,0.00298
6729,23,54000,OWN,4.0,DEBTCONSOLIDATION,D,2800,14.42,0,0.05,N,3,20-25,middle,small,0.05185185185185185,0.0014285714285714286,0.00515
7058,22,48000,RENT,1.0,MEDICAL,B,7200,9.62,0,0.15,N,4,20-25,low-middle,medium,0.15,0.0001388888888888889,0.001336111111111111
21006,27,24000,RENT,0.0,MEDICAL,A,10000,7.68,1,0.42,N,9,26-35,low,medium,0.4166666666666667,0.0,0.000768
7993,23,60000,OWN,2.0,MEDICAL,D,18500,15.33,0,0.31,N,2,20-25,middle,very large,0.30833333333333335,0.00010810810810810811,0.0008286486486486487
24537,30,9600,RENT,1.0,DEBTCONSOLIDATION,C,1500,12.73,1,0.16,Y,8,26-35,low,small,0.15625,0.0006666666666666666,0.008486666666666667
7381,22,76500,RENT,0.0,HOMEIMPROVEMENT,D,7500,13.24,1,0.1,Y,4,20-25,high-middle,medium,0.09803921568627451,0.0,0.0017653333333333334
2269,26,33000,RENT,2.0,MEDICAL,B,3000,11.49,1,0.09,N,3,20-25,low-middle,small,0.09090909090909091,0.0006666666666666666,0.00383
20671,27,65000,RENT,4.0,EDUCATION,A,8400,6.99,0,0.13,N,5,26-35,middle,medium,0.12923076923076923,0.0004761904761904762,0.0008321428571428571
